files_changed,lines_added,lines_deleted,test_coverage,developer_experience,previous_incidents_30d,rollback_rate_90d,deployment_frequency_7d,database_changes,services_touched,hour_of_day,incident_occurred
4,34,42,72.22,3,3,0.2218,1,1,3,3,1
6,52,30,68.67,2,1,0.1295,4,0,2,8,0
15,191,65,77.2,9,0,0.0685,4,0,4,23,0
9,166,154,75.26,4,2,0.1303,1,0,2,21,0
1,25,17,76.21,2,4,0.1462,8,0,3,5,1
6,185,61,99.0,8,6,0.1983,1,0,3,10,1
8,180,75,78.0,10,1,0.0866,2,0,1,14,0
2,17,21,71.75,10,2,0.1454,4,0,3,12,0
10,123,78,75.05,3,1,0.1042,2,0,1,6,0
3,50,44,74.52,2,2,0.0636,6,1,1,22,0
5,95,74,78.11,4,1,0.2157,5,0,4,9,0
4,82,18,93.36,5,2,0.2129,3,0,1,18,0
5,90,71,78.36,6,1,0.195,2,0,2,6,0
43,853,159,80.84,5,2,0.2188,4,0,1,14,1
7,110,61,92.33,10,2,0.1358,2,1,1,20,0
2,43,6,74.16,8,0,0.0394,16,0,4,1,0
9,270,32,73.49,1,3,0.1179,2,1,1,13,1
1,14,14,68.76,7,2,0.0864,3,1,3,15,0
6,104,80,90.08,8,1,0.1405,4,0,1,11,0
13,136,82,80.85,1,3,0.1876,3,1,3,22,1
6,80,25,94.15,6,2,0.0405,4,0,1,22,0
6,85,88,85.16,2,2,0.1575,2,1,3,2,0
11,269,163,99.0,7,1,0.0425,3,0,2,4,0
12,130,93,70.85,3,2,0.1695,4,0,4,20,0
12,131,130,85.83,10,2,0.0776,1,0,4,8,0
14,357,89,82.21,5,1,0.0841,2,0,1,11,0
14,405,180,66.92,4,4,0.1856,1,0,1,15,1
25,207,156,85.7,7,0,0.0163,1,1,1,10,0
7,155,76,87.52,6,2,0.1716,4,0,3,22,0
13,152,137,81.62,3,0,0.0999,4,1,3,12,0
10,288,107,85.13,7,1,0.1,5,1,3,13,0
1,15,16,98.61,2,1,0.2004,1,1,1,23,0
14,117,138,71.83,5,0,0.0771,3,1,4,11,0
5,151,21,76.9,7,0,0.1002,4,1,4,16,0
3,48,28,86.4,6,0,0.1076,3,1,4,23,0
14,177,81,72.94,3,1,0.0705,3,0,4,16,0
5,121,63,89.41,2,1,0.1121,4,1,1,1,0
8,109,87,87.11,5,1,0.0944,1,0,4,12,0
9,119,138,73.49,5,2,0.1364,2,0,2,6,0
9,134,107,80.7,1,2,0.0901,2,1,4,23,0
3,89,19,89.32,6,3,0.1212,1,0,2,5,0
11,208,191,70.95,8,2,0.0585,7,0,1,5,0
12,349,66,75.18,1,1,0.084,2,0,4,18,1
4,115,40,89.21,1,1,0.1499,4,0,3,7,0
7,84,36,92.83,2,0,0.1661,1,1,3,14,0
32,525,357,89.57,8,0,0.0311,4,0,4,0,0
4,60,32,94.12,9,1,0.1784,2,0,4,3,0
13,266,163,75.67,3,2,0.2427,2,0,2,21,1
30,497,103,79.37,10,1,0.1522,2,0,4,11,0
5,50,84,87.94,7,4,0.2317,2,0,3,20,1
16,473,155,76.79,9,0,0.0577,2,1,3,10,0
2,36,35,71.45,5,1,0.1505,2,1,3,19,0
4,108,45,67.57,6,2,0.1086,4,0,1,15,0
11,126,145,90.42,9,3,0.1444,1,0,2,9,0
10,95,74,74.66,8,1,0.0351,3,1,3,18,0
6,118,18,73.23,6,0,0.1037,3,0,1,1,0
15,246,108,83.81,9,2,0.1793,3,0,2,2,0
5,57,69,78.07,7,4,0.074,3,0,1,9,0
19,367,158,87.27,7,0,0.1595,4,0,1,8,0
9,200,50,79.09,7,2,0.1307,2,0,3,18,0
1,26,6,86.31,7,0,0.1367,9,0,3,9,0
11,237,136,79.46,9,1,0.0633,3,1,4,3,0
7,130,53,88.23,6,0,0.1455,1,0,4,14,0
31,553,105,83.36,9,0,0.1181,2,1,4,2,0
19,432,143,66.21,4,0,0.0627,2,0,3,4,0
49,1450,792,86.19,1,3,0.0421,2,0,4,4,1
5,40,75,87.82,9,0,0.029,5,0,1,2,0
45,1256,573,80.91,6,0,0.1112,8,0,3,18,1
4,63,15,88.93,10,2,0.0746,2,0,1,22,0
6,68,84,96.65,8,0,0.1482,6,1,2,9,0
3,75,51,70.32,8,1,0.1279,2,0,2,3,0
25,291,404,74.3,9,2,0.0496,18,1,2,3,1
14,391,135,79.04,1,0,0.0911,1,0,3,12,0
3,37,19,87.61,9,2,0.1838,5,0,4,21,0
13,238,163,81.16,3,2,0.1658,9,1,2,5,1
6,148,36,90.6,8,0,0.1316,7,0,1,18,0
17,408,150,85.46,2,2,0.1393,4,0,4,4,1
10,189,114,65.95,1,1,0.0291,5,0,1,20,0
15,356,145,85.27,6,1,0.1967,3,0,4,23,0
11,90,59,84.02,9,2,0.0,1,0,2,11,0
3,61,32,84.16,3,2,0.2016,2,0,3,20,0
2,32,27,88.38,3,3,0.1642,4,0,3,12,0
21,591,215,73.26,8,0,0.0167,1,0,2,18,0
10,201,128,73.19,5,2,0.159,3,1,3,18,1
11,179,134,73.99,7,1,0.1175,4,1,1,23,0
7,72,32,78.23,8,1,0.1236,3,0,2,23,0
5,52,81,80.69,7,0,0.0,5,0,4,2,0
5,70,17,78.02,2,2,0.1965,1,0,3,19,0
4,34,22,97.2,2,2,0.149,3,0,4,4,0
6,130,35,61.55,5,1,0.1296,5,0,3,7,0
10,118,152,86.7,4,1,0.1124,3,1,1,20,0
2,20,6,84.86,3,2,0.1271,2,0,3,13,0
16,459,129,83.87,9,3,0.1195,5,0,2,18,1
22,440,183,68.23,9,0,0.1149,4,0,1,14,0
3,51,12,60.36,2,2,0.1833,1,1,3,3,1
3,40,36,84.25,6,1,0.1356,2,1,3,8,0
1,16,16,77.76,3,2,0.0583,7,0,1,17,0
18,512,305,78.97,9,1,0.1284,2,0,1,17,0
3,31,30,90.11,5,1,0.0713,6,0,1,10,0
4,51,65,82.55,1,0,0.041,3,1,3,21,0
11,104,114,89.67,10,4,0.1817,3,0,1,11,1
28,862,335,90.63,10,1,0.0497,6,0,4,4,0
19,171,67,98.18,9,0,0.1032,1,0,3,13,0
6,160,96,75.94,4,1,0.1368,3,1,1,0,0
5,137,55,68.5,7,4,0.1345,3,0,1,17,1
16,276,138,94.65,3,0,0.0575,5,0,4,17,0
30,555,493,74.46,6,1,0.0982,2,0,3,13,1
9,123,39,83.33,1,1,0.1183,3,0,1,0,0
6,83,23,65.43,1,2,0.0779,4,1,2,9,1
74,1213,949,93.06,4,2,0.1508,3,0,2,19,1
6,142,77,69.76,2,0,0.0735,8,0,2,15,0
3,82,49,68.14,4,4,0.1952,3,0,3,11,1
7,105,89,79.37,9,1,0.0629,2,0,3,22,0
3,31,24,99.0,7,3,0.1498,4,0,4,8,0
4,119,62,83.6,9,0,0.032,2,0,2,3,0
19,524,97,85.98,4,1,0.0718,1,0,4,3,1
13,364,91,98.46,10,1,0.1039,3,0,1,1,0
10,226,104,73.53,7,0,0.0192,3,0,1,7,0
4,49,37,83.27,1,0,0.0997,2,0,1,17,0
1,30,16,89.94,6,4,0.2014,3,0,3,18,0
21,181,291,99.0,10,0,0.0543,1,0,4,23,0
4,104,60,87.14,9,1,0.1178,3,0,3,17,0
2,43,23,66.45,9,0,0.1229,3,0,4,14,0
11,332,54,80.6,1,1,0.1166,3,0,3,2,0
13,344,96,66.55,10,1,0.129,8,0,3,11,0
6,84,76,96.79,10,1,0.1418,2,1,3,18,0
10,280,157,81.49,8,2,0.1631,2,0,4,0,0
14,436,142,80.7,9,2,0.0995,2,1,1,18,1
23,336,279,77.55,6,2,0.1027,3,0,4,5,1
7,188,48,81.75,8,0,0.1325,8,1,2,4,0
5,118,32,90.01,1,2,0.0779,3,1,4,18,0
16,340,102,80.73,5,2,0.1454,1,0,1,21,0
1,28,11,83.49,1,0,0.0471,3,0,3,3,0
7,130,74,73.28,4,1,0.1655,2,1,3,21,0
30,702,484,84.76,3,0,0.0821,5,1,3,10,1
6,177,51,92.72,5,0,0.0176,3,0,2,11,0
9,272,150,82.46,1,2,0.1648,3,1,2,10,1
9,240,95,84.96,10,0,0.0123,4,0,2,12,0
4,35,55,53.77,7,3,0.1452,4,0,1,2,1
6,190,68,82.69,10,2,0.0515,2,0,4,17,0
7,198,76,80.85,1,1,0.1004,3,0,4,10,0
10,280,73,74.12,4,0,0.1588,2,0,3,7,0
10,259,47,70.08,4,1,0.1215,6,0,4,11,0
17,364,70,61.1,6,1,0.0286,2,0,2,14,0
22,297,339,76.58,3,2,0.1919,2,0,2,13,1
33,791,398,99.0,5,0,0.0116,2,0,1,2,0
10,201,52,89.44,8,1,0.0844,2,0,2,5,0
6,50,28,80.89,5,2,0.163,7,0,4,23,0
4,115,62,78.57,1,3,0.224,4,0,1,4,0
29,600,255,87.4,7,1,0.1528,3,0,4,22,0
8,200,38,91.11,6,3,0.1513,7,0,1,23,0
1,25,8,67.78,8,2,0.1675,5,0,4,23,0
15,224,152,98.06,3,3,0.1426,6,0,1,4,0
12,266,102,78.19,8,2,0.1299,3,0,4,5,0
9,199,154,78.09,2,0,0.042,3,0,4,10,0
15,306,163,74.88,9,0,0.1096,4,0,4,9,0
16,250,90,87.76,3,0,0.1,3,1,2,13,0
15,327,183,95.71,2,1,0.0913,10,0,2,3,0
6,118,38,89.07,3,0,0.0923,4,0,3,19,0
3,90,38,82.45,3,0,0.0281,8,1,2,0,0
5,44,81,94.0,9,1,0.1413,3,0,1,15,0
4,34,24,75.47,10,1,0.075,6,0,4,16,0
9,170,150,70.85,2,0,0.076,8,0,4,15,0
4,114,71,63.92,2,4,0.2456,1,0,1,23,1
6,152,47,99.0,9,3,0.1127,6,0,4,20,0
6,144,24,74.5,6,1,0.0826,6,0,1,13,0
4,99,43,83.4,4,0,0.0911,5,0,1,20,0
2,27,23,72.76,4,5,0.2593,4,0,3,15,1
4,110,56,77.87,5,0,0.0484,2,1,1,16,0
13,337,39,99.0,2,0,0.0579,2,0,2,22,0
2,36,13,82.2,7,2,0.0898,7,0,2,20,0
3,62,51,91.01,5,3,0.1352,1,0,3,21,0
4,108,35,81.89,6,1,0.1266,3,0,3,3,0
17,528,279,84.94,5,0,0.0437,9,0,4,10,0
6,109,33,68.85,6,0,0.032,5,0,3,22,0
4,44,64,78.36,8,2,0.0433,8,0,2,0,0
12,242,196,74.34,7,0,0.0939,2,1,3,8,0
5,89,75,72.03,7,1,0.144,8,0,1,8,0
20,265,250,91.09,1,0,0.0507,1,0,4,7,0
6,71,36,85.98,2,0,0.0839,2,0,3,4,0
11,93,152,88.52,7,0,0.0889,1,1,3,11,0
11,233,141,85.92,9,3,0.0845,4,1,2,5,1
32,559,440,72.05,5,0,0.0673,2,0,3,10,0
4,85,26,78.14,1,3,0.2326,4,1,1,16,1
15,263,154,94.21,3,3,0.2044,4,0,1,7,0
7,171,24,68.63,2,1,0.0553,3,0,4,20,0
3,82,48,78.15,2,1,0.1203,2,1,4,0,1
5,139,60,75.67,3,1,0.1372,2,1,4,6,0
11,314,162,79.72,7,1,0.1308,4,0,1,9,0
4,51,27,69.3,10,1,0.1024,2,0,3,13,0
12,374,136,88.79,8,2,0.1929,4,0,2,12,1
8,159,71,80.38,6,3,0.1824,3,0,1,14,0
10,314,89,86.8,4,1,0.0077,4,0,4,18,0
12,185,61,89.48,2,1,0.0872,4,1,2,6,0
22,434,148,96.14,3,2,0.1805,4,0,4,16,0
31,669,201,71.62,8,2,0.1035,4,0,3,23,1
4,46,31,71.74,10,1,0.087,4,0,1,8,0
8,208,119,71.33,9,1,0.0725,4,0,2,10,0
4,78,45,99.0,2,3,0.1452,3,0,4,22,0
9,99,28,89.02,9,0,0.0952,4,0,2,6,0
6,187,21,79.95,7,1,0.1037,2,0,4,4,0
14,295,125,71.3,5,1,0.0884,1,1,3,23,0
11,266,119,76.28,10,1,0.0648,3,0,2,4,0
6,146,90,76.87,6,3,0.1716,1,0,3,15,0
15,457,253,87.17,3,3,0.1341,5,1,4,0,1
9,110,90,68.23,1,2,0.1688,2,0,2,6,0
6,125,47,75.63,1,1,0.1102,3,0,2,2,0
14,299,89,80.96,1,1,0.0613,3,0,3,9,0
22,634,258,64.61,5,0,0.1034,2,0,4,8,0
10,233,60,80.34,10,1,0.0993,3,1,2,8,0
9,193,44,97.37,9,3,0.1889,3,0,4,10,0
6,170,72,86.87,10,1,0.089,4,0,4,6,0
7,187,124,75.07,2,3,0.0798,11,0,2,4,0
8,231,62,62.37,1,1,0.152,3,1,4,13,1
2,31,21,84.61,2,2,0.0629,7,0,4,12,0
7,174,58,93.95,9,1,0.1144,3,0,1,19,0
6,185,103,85.92,5,0,0.1329,1,0,4,17,0
14,345,94,90.29,2,2,0.1379,2,0,4,20,0
29,249,246,91.91,8,2,0.1118,1,0,3,23,0
3,68,48,79.32,4,3,0.1362,3,0,2,23,0
11,139,92,96.73,4,1,0.1441,1,1,3,10,0
33,556,224,93.79,1,1,0.0796,2,0,1,20,0
10,194,36,92.5,5,0,0.0879,3,0,1,18,0
14,402,236,94.32,10,1,0.1419,2,0,4,5,0
4,115,57,92.19,2,1,0.1198,2,1,1,19,0
14,163,196,76.31,3,1,0.1684,3,1,1,1,0
13,325,100,89.46,9,1,0.1212,3,0,2,20,0
12,100,186,79.73,6,0,0.1826,2,0,2,18,0
4,67,12,72.54,7,0,0.0657,2,0,1,2,0
12,315,62,95.91,5,0,0.0939,6,1,4,1,0
8,102,84,84.49,3,0,0.177,2,0,1,9,0
6,98,48,76.39,10,1,0.1232,2,0,1,18,0
2,20,33,89.53,3,0,0.0717,2,0,2,10,0
6,187,87,71.54,1,2,0.1817,1,1,3,14,1
10,253,67,87.81,4,1,0.1444,3,0,2,9,0
19,473,107,93.36,3,0,0.064,14,0,4,7,0
6,87,35,76.49,5,2,0.1386,2,0,4,8,0
14,231,118,97.25,9,1,0.0408,4,0,2,1,0
8,176,42,88.36,10,1,0.0847,4,1,4,11,0
16,389,117,70.28,6,1,0.1213,2,0,3,2,0
9,117,56,90.92,5,1,0.1133,13,1,1,16,0
4,49,20,99.0,10,2,0.1053,3,0,4,21,0
23,202,310,81.22,6,1,0.1095,2,0,1,5,0
13,208,165,67.38,2,1,0.0988,1,1,3,9,1
6,126,85,89.08,8,1,0.0977,3,0,4,18,0
8,147,71,82.78,4,3,0.0803,5,0,3,19,0
21,509,157,99.0,4,3,0.1634,3,0,1,13,0
6,86,69,80.87,10,1,0.0599,7,1,2,9,0
22,685,377,75.41,4,2,0.1428,3,0,2,4,1
6,161,22,68.15,2,0,0.1142,5,0,2,11,0
5,59,15,79.69,3,0,0.0,1,1,2,9,0
8,99,126,84.93,7,0,0.079,6,1,2,4,0
4,113,34,84.04,8,2,0.1842,1,1,1,15,0
6,104,37,86.47,8,2,0.1649,8,0,4,22,0
3,90,26,95.45,6,1,0.0873,1,0,2,12,0
7,206,107,86.48,7,1,0.0456,4,0,1,11,0
12,309,141,88.53,4,0,0.0846,3,0,2,7,0
4,64,61,79.0,10,0,0.1457,3,0,4,2,0
10,113,58,72.68,4,1,0.0861,11,0,1,10,0
6,73,31,85.65,5,1,0.1301,2,0,4,1,0
6,185,34,88.24,7,1,0.1317,2,0,1,14,0
5,81,69,86.05,7,2,0.1082,3,0,1,5,0
3,65,26,85.37,8,1,0.1398,2,1,4,13,0
7,106,48,76.49,2,1,0.1139,4,0,4,16,0
9,174,72,78.98,9,2,0.1313,16,0,1,5,0
1,20,8,74.82,2,0,0.0664,8,1,3,22,0
10,127,151,83.66,8,3,0.1051,4,0,4,9,0
2,57,19,84.04,1,2,0.1179,4,0,3,8,0
22,532,319,85.71,1,2,0.1248,1,0,2,9,1
15,126,118,87.03,1,1,0.142,1,0,3,23,0
9,231,60,91.77,2,0,0.079,5,0,2,23,0
4,79,65,76.65,6,0,0.0973,6,0,2,23,0
7,151,25,84.05,6,0,0.0802,3,0,2,19,0
13,302,210,78.29,7,1,0.0792,6,0,1,10,0
6,155,56,76.6,1,1,0.0673,2,1,3,23,0
4,116,62,91.83,7,0,0.0595,3,0,2,18,0
37,565,396,92.55,4,2,0.185,1,0,1,11,1
3,39,51,75.9,5,1,0.087,4,0,2,8,0
8,72,71,80.52,3,0,0.0512,3,0,3,0,0
13,109,119,75.58,3,1,0.0664,2,0,4,19,0
12,278,53,99.0,4,3,0.1789,2,1,3,7,1
8,119,109,81.7,8,2,0.1118,5,0,3,17,0
22,666,70,82.81,6,1,0.1033,4,0,4,4,0
5,129,30,83.36,3,2,0.1321,3,0,3,12,0
3,85,52,86.48,8,0,0.0595,3,0,3,2,0
4,126,34,77.49,5,2,0.1137,3,0,4,21,0
7,82,82,74.22,10,1,0.085,3,0,4,13,0
25,214,440,91.47,9,2,0.1115,2,0,2,12,0
17,189,205,97.8,2,2,0.1398,6,1,2,6,0
4,86,22,89.96,3,2,0.1626,6,0,4,17,0
8,208,74,75.48,10,0,0.0026,6,0,3,20,0
8,233,139,76.79,6,1,0.136,4,0,4,7,0
4,79,39,73.54,8,0,0.1083,4,1,2,12,0
3,62,24,97.77,8,1,0.1836,1,0,1,12,0
2,36,18,86.42,4,1,0.1579,2,0,2,4,0
37,742,155,71.65,10,3,0.1762,3,0,1,10,1
5,59,61,84.31,2,0,0.0976,2,0,1,23,0
12,323,106,86.26,9,1,0.0568,2,0,2,14,0
13,376,73,79.65,4,2,0.2099,4,0,3,2,0
13,168,128,73.0,4,2,0.2053,2,0,4,7,1
4,125,42,64.4,2,0,0.109,2,0,3,5,0
7,177,28,89.52,1,0,0.0633,1,0,4,16,0
4,114,16,74.29,7,1,0.1695,4,0,1,22,0
12,282,132,67.01,1,2,0.1751,2,0,1,9,1
4,111,55,93.21,1,0,0.0531,3,0,4,13,0
18,188,282,74.29,10,0,0.1152,5,0,1,23,0
14,250,113,72.84,4,1,0.1099,1,0,2,8,0
9,210,36,88.55,8,0,0.0478,9,0,3,10,0
24,448,355,88.04,5,3,0.166,3,0,1,4,1
2,29,12,81.17,6,2,0.1236,4,0,3,9,0
7,82,87,96.13,8,1,0.1267,2,0,3,4,0
3,74,15,83.38,5,0,0.0856,3,0,3,20,0
6,170,70,83.24,3,1,0.1253,4,0,3,11,0
11,284,197,86.34,7,1,0.0748,2,0,2,11,0
3,66,31,86.34,9,0,0.0096,3,0,4,20,0
13,267,73,83.56,7,2,0.0686,3,1,1,10,0
6,77,31,86.34,10,0,0.0482,4,0,1,20,0
6,119,69,81.21,1,0,0.1245,4,0,2,23,0
15,359,134,78.9,2,0,0.04,2,0,1,8,0
3,62,42,99.0,2,2,0.157,4,0,1,14,0
4,55,27,68.18,3,2,0.1036,1,0,2,7,0
3,56,10,78.89,10,3,0.1675,1,0,3,2,0
7,179,117,85.34,3,1,0.127,2,0,1,6,0
7,154,82,87.41,8,3,0.2346,1,1,1,10,1
9,87,91,78.66,8,0,0.1,4,1,2,3,0
4,52,41,70.77,10,1,0.1365,1,1,4,3,0
6,111,75,80.73,10,0,0.0856,3,0,4,0,0
7,124,49,87.15,3,1,0.0537,4,0,4,16,0
12,281,83,83.66,9,0,0.0415,3,0,3,21,0
3,46,28,77.24,3,1,0.1508,1,0,3,16,0
7,83,27,89.53,7,0,0.1112,2,0,1,14,0
3,73,46,99.0,4,0,0.002,2,0,2,6,0
8,122,115,73.45,8,0,0.1243,3,1,3,19,0
1,24,7,85.42,4,0,0.1026,7,0,2,5,0
2,23,34,80.31,8,2,0.154,1,0,4,23,0
5,151,50,93.53,5,0,0.1596,6,0,3,10,0
12,334,92,85.56,5,1,0.1015,4,0,4,13,1
23,702,88,93.18,7,1,0.1382,5,0,2,14,0
5,42,67,99.0,4,0,0.069,2,0,3,9,0
9,77,84,80.99,7,2,0.0924,3,0,2,6,0
17,315,120,81.82,2,1,0.0899,5,0,3,23,0
9,227,90,92.3,1,4,0.0701,3,0,4,22,0
5,124,33,83.46,10,2,0.1601,3,0,1,3,0
2,32,22,72.35,8,1,0.1584,4,0,1,15,0
20,519,157,80.01,7,1,0.1624,6,0,2,18,0
5,63,21,82.87,4,0,0.0351,2,0,3,17,0
4,59,13,90.9,2,1,0.1203,3,0,3,11,0
7,130,113,73.63,3,2,0.2059,2,0,2,14,0
5,63,87,87.16,5,0,0.0611,1,0,1,4,0
13,232,116,96.15,8,0,0.116,3,0,1,16,0
5,107,89,91.94,9,2,0.0936,5,0,3,17,0
4,87,50,82.26,2,2,0.1104,3,0,1,17,0
8,162,126,90.95,10,0,0.0683,2,0,2,2,0
9,165,64,85.64,8,2,0.1233,4,0,2,20,0
6,74,69,78.1,8,2,0.1751,4,0,4,0,0
1,15,12,92.93,7,5,0.1804,2,1,2,10,1
4,56,25,71.3,6,1,0.1242,10,0,2,18,0
34,1000,466,73.48,10,2,0.2149,2,1,2,6,1
9,93,99,69.26,1,3,0.1595,2,0,3,2,1
